Ad Supported,App Id,App Name,Developer Id,Fraud,In App Purchases,Rating,review,dev
True,com.sanfransicoprintmediaco.id3277,SF Weekly,San Francisco Media Company,1,False,3.7,4.0,0
True,com.daniel.shaker,Shaker!,Daniel Martin Martin,1,False,2.6,5.0,0
False,com.rvappstudios.baby.games.piano.phone.kids,"Baby Games - Piano, Baby Phone, First Words",RV AppStudios,0,False,4.3,5.0,0
False,realme.consumer.android,realme Care,Servify,0,False,3.1,5.0,0
False,com.sitespring.freedomboatclub,Freedom Boat Club,"Sitespring, Inc.",0,False,2.9,5.0,0
True,com.Macelga.SonidoLoboAullando,Wolf Sound Howling,Macelga,1,False,3.9,1.0,0
True,com.aggames.g65,Benz G65 Driving Simulator,AG games,0,False,4.0,5.0,0
True,com.cornago.stefano.lapse,Lapse: A Forgotten Future,Cornago Stefano,0,True,4.6,5.0,0
True,admobileapps.slowrock8,Mp3 Disco Music,Rest Area,0,False,4.4,5.0,0
True,com.tm.sirensounds,Siren Sounds,Torus Mobile,1,False,4.1,5.0,0
False,com.mhmd.mohammedalukkal.ktucses4,KTU CSE S4,rushic24,1,False,4.7,5.0,0
True,com.screen.cast4k,screen cast 4k HF,TechPanku,0,False,4.5,5.0,0
True,com.kikaapps.nuclearalarmsounds,Nuclear Alarm Sounds,Kika Apps,0,False,3.8,5.0,0
True,com.kouji1981.gram,Per Gram Calculator,Kou The End,0,False,3.2,3.0,0
True,net.easympeg,"MotionCUT video editor - text, music, video maker",Style Shopping App,0,False,5.0,5.0,0
True,com.ammonite.goose,GOOSE.IO,Ammonite Design Studios Ltd,0,True,3.3,5.0,0
True,com.lma.videoeditor,Video Editor,Lucky Mobile Apps,0,False,3.9,5.0,0
False,com.fatalix3d.GraduateAR,Graduate AR,FatalixGameStudios,0,False,1.9,5.0,0
False,ru.slovari.xxi.verbs,Dictionary of Russian Verbs,Paragon Software GmbH,0,True,2.6,5.0,0
True,com.pb.statuspb3,pb status,pb,0,False,4.7,5.0,0
True,com.radio.station.KKOL.FM,Honolulu's Decades 107.9,Salem New Media,1,False,4.8,5.0,0
False,org.vicproj.tvlauncher,Home TV Launcher,Vincent Coiffier,0,False,2.4,4.0,0
False,net.fowers.paperback,Paperback,Fowers Games,0,False,4.1,5.0,0
False,volodin.philipp.CrazyClicker,Crazy Clicker (Shulte tables),Philipp Volodin,1,False,4.4,5.0,0
True,com.bgd.board.family.snakeandladder.two.game,Snakes and Ladders - New Theme - Free Board Games,BlackStone Game Development,1,False,4.7,5.0,0
True,com.aarishapps.gull.seemashahid,Gull by Seema Shahid - Urdu Novel Offline,Aarish Apps,0,False,4.2,5.0,0
True,dolphin3d.tbem.com,Dolphin 3d. Video Wallpaper,tbem,1,False,4.5,5.0,0
False,gr.itworx.fatepaketo,FatePaketo,Fate Paketo,0,False,4.7,5.0,0
False,air.com.kigorosa.lebensmittelampel,Pregnancy Food Guide PRO,kigorosa UG (haftungsbeschränkt),0,False,4.2,3.0,0
True,com.all.video.player,X Video Player,Sharma Apps Hub,0,False,3.3,5.0,0
False,an.PolynomCalPro,Polynomial Calculator,GK Apps,0,False,2.9,5.0,0
False,anynet.sqlite.cth.latine,CTh lt,Opera Thomae,0,False,4.9,5.0,0
True,com.awesomedroid.bigfont,Big Font - Change Font Size & Text Size,AwesomeDroid Studio,0,True,4.4,5.0,0
False,com.pes.online,PES Online,Scaledesk Web Studio Pvt. Ltd.,0,False,3.7,5.0,0
True,com.istudentworld.neetpapers,NEET Previous Papers Free,examsnet,0,True,4.6,5.0,0
True,com.amoungus.amongusstickers,Stickers de AmongUS para Whatsapp - WAStickerApps,Dounia M3,0,False,4.5,5.0,0
True,smartdroid.ismlar,Ismlar Ma'nosi,Smart Apps for Future,1,False,3.8,2.0,0
True,com.shinetech.telugudictionary,Telugu Dictionary (New),LANGUAGE  WORLD,0,False,4.0,5.0,0
True,policelights3.pappenbergerapps.com.policelights3,LED Police Lights simulator with emergency sirens,Christian Pappenberger,0,True,3.0,5.0,0
False,com.xnview.xnblackcampro,BlackCam Pro - B&W Camera,XnView,0,False,4.4,5.0,0
True,com.wgirlslive.videochat.videocall.livechat.bhabhi.livevideochat.girls,Live Video Call - Girls Random Video Chat,App Nest23,0,False,5.0,5.0,0
False,com.bootloop.seckandy,SEC Kandy,Science Academy Puttalam,0,False,5.0,5.0,0
True,air.FootballDoodFree,Football Dood,mola,1,True,3.9,5.0,0
True,com.lfg.thief.bank.robbery.sneak,Thief Robbery Simulator Games-Heist Sneak  2020,latest free games,0,False,3.5,5.0,0
True,iesa.colombia,IESA Colombia,Grupo CV,0,False,4.7,5.0,0
False,com.nxglabs.cloudacademy.dnyanvardhinicbseschool,Dnyanvardhini CBSE School,NXG Labs,0,False,4.7,5.0,0
False,com.saipriyank.applicationletters,Application Letters,Gadepalli Saipriyank,0,False,4.4,5.0,0
True,com.mana.puzzle.blockbuliding1010,Block Puzzle Mania,Mana,1,False,4.7,5.0,0
True,org.hostedgames.zombieexodus,Zombie Exodus,Hosted Games,1,True,4.2,5.0,0
True,com.missionz.apps.dino.city.battle,Real Wild Hunter Adventure 3D Shooting game,Mission 69 Apps,1,True,4.5,5.0,0
False,br.com.rededuque.android,Rede Duque,Rede Duque,1,False,3.2,2.0,0
False,com.icsnetcheckin.dccu,Net Check In- Denver Community,Innovative Computer Software,0,False,2.5,5.0,0
True,com.PakApps.PakistaniEasyRecipes,Pakistani Easy Recipes in URDU,Pak Appz,0,False,4.5,5.0,0
True,com.agkhoflin,اغاني خليجية بدون انترنت ( 100 اغنية ),aganioffline,0,False,4.3,5.0,0
False,nz.ecotrack.mobile,Ecotrack,Delivered by Agile Cloud,0,False,2.4,5.0,0
True,com.adaranet.android.vmeetclient,ADARA Virtual Meet,ADARA Networks,1,False,4.6,5.0,0
False,com.subsplashconsulting.s_XGG8Z4,Gran Comisión Tegucigalpa,Subsplash Inc,0,False,4.8,5.0,0
True,air.com.mobiescape.nokeyforescape,Escape Games - No Key For Escape,Mobiescape,1,False,4.1,5.0,0
True,app.receivesms.receivesms,Receive SMS -  Virtual numbers,Christian Hurter,0,False,1.9,5.0,0
True,com.french.keyboard.french.language.keyboard.app,French keyboard: French Language Keyboard,"Simple Keyboard, theme & emoji",1,False,4.1,5.0,0
True,com.nikhil150784.Nick_Bids,Bids and Quotes Templates,NIKHILs.app,0,False,3.7,5.0,0
True,mtel.htc.contest.parking.app,SMS Parking,NACHEV Development,1,True,4.5,5.0,0
False,net.loomian.dinorescue,Charlie: The Dino Rescue Team,Loomian Entertainment AS,0,False,4.4,5.0,0
True,andrtu.tunt.bubble.android,Water bubble,NTTU,0,False,4.7,5.0,0
True,com.icenta.sudoku.ui,Sudoku,genina.com,0,True,4.7,5.0,0
False,com.ninjadeliverydriver,Ninja Driver,Ninja Delivery Inc,0,False,4.1,5.0,0
True,com.apptornado.match,Monster Match,AppTornado Games,0,True,4.3,5.0,0
True,com.vitaltastic.human,Tips : Human Fall Flat Game,VitalTastic,0,False,2.4,5.0,0
True,com.GameOn.snake.ladder,Snakes & Ladders : Multiplayer,MVP App Studio,0,False,3.8,5.0,0
True,com.alek.positive,Позитив. Приколы,Alek,0,False,4.5,5.0,0
True,com.appadvisory.booooing,Splashy!,VOODOO,0,True,3.9,5.0,0
True,com.NeptosDigitalStudio.WontStop,Won't Stop,Neptos,0,False,4.7,5.0,0
True,com.opaxlabs.kurdshopping,Kurd Shopping,Dev Centre House Ltd,0,False,4.0,5.0,0
False,com.app.awsanimewallpaper,AW Anime Wallpaper,Lang Studio,0,False,4.8,5.0,0
False,net.zone.bitaqati.modon,خدماتي - مدن,Modon,0,False,4.6,5.0,0
False,edu.ye.sanaauniv,الدليل الإلكتروني جامعة صنعاء,Shodrs,1,False,3.9,5.0,0
True,com.teloletgo.ps,Telolet GO,Pintar Studio,0,False,3.5,5.0,0
False,cz.rb.app.mtoken,RB Klíč,"Raiffeisenbank, a.s.",0,False,4.3,5.0,0
False,com.cbssports.fantasy.franchisebaseball2018,Franchise Baseball 2021,"CBS Interactive, Inc.",0,True,4.0,5.0,0
True,com.joy.iitjamqp,IIT JAM Question Papers : From 2005 to 2021,Joysankar Majumdar,0,False,4.4,5.0,0
False,cfc.collectifdesfreresenchrist.webradio,COLLECTIF DES FRERES EN CHRIST,Collectif des frères en Christ,0,False,4.9,5.0,0
True,com.muzikapp.music,Cix Music,Bianart,1,False,4.4,5.0,0
False,com.migom.app2,Migom Bank,Migom Global Corporation,0,False,5.0,5.0,0
False,com.mantis.seematravels,Seema Travels,Mantis Technologies Pvt. Ltd.,1,False,5.0,5.0,0
True,com.tista.ebookreader.allbookredaer.pdfreader,Ebook Reader & PDF reader,Tista Developers,0,False,4.6,5.0,0
True,com.pilotocraft.shaders.mcpe,Shaders Mods,Prata Jumins,0,False,4.3,5.0,0
True,sk.hanni.emuithemes.mosaiccyan2,[EMUI 9.1]Mosaic Cyan Theme,hanni,0,False,4.3,4.0,0
True,com.mint_technology.cardscan,Recharg'i - Scan the recharge cards.,Mint Technology,0,False,4.7,5.0,0
True,com.simulatorsgear.SimulatorOfAstronaut,Astronaut Simulator 3D - Space Flight Strategy,"Simulators Gear, LLC",0,True,2.7,5.0,0
True,com.andromo.dev551559.app531086,100+ Sauce Recipes,lak1sa,0,False,4.6,5.0,0
True,fr.webrox.bestbasslessons.lite,Bass lessons newbie VIDEO LITE,webrox,0,True,4.0,5.0,0
False,com.balaghulquran.main,Quran Urdu Tarjuma aor Tafseer,Kauthar Informatics,0,False,4.7,5.0,0
False,com.pnnartci,PNN ARTCI,ARTCI,0,False,3.2,5.0,0
False,com.sundarvan.dresses,Sundarvan Dresses,Sundarvan Dresses,0,False,4.9,5.0,0
True,com.mintgames.match3.decorate.house.homedesign,Dream Home - House Design & Makeover,Mentha X Games,0,True,4.6,5.0,0
True,manual.radiologia3,MANUAL RADIOLOGIA 3,jesus castaño,0,False,3.4,5.0,0
True,sk.zdarma.digitalclock,Night Digital Clock,zdarma.sk,0,False,4.2,5.0,0
False,org.neotech.app.ugb.hsv,Bijbel - HSV,NeoTech Software,0,False,4.3,4.0,0
True,com.damarapps.tarotgratis,Tarot gratis español fiable gratis 2021,Marmara apps,0,False,4.6,5.0,0
False,com.synqer.swingbridgealerts,Swing Bridge Alerts,Synqer Limited,0,True,3.4,5.0,0
True,com.mtsfreegames.uphilloiltrucksimulator2018,Uphill Oil Truck Simulator - Transporter 2018,MT Free Games,0,True,3.9,5.0,0
False,com.mobileups.flashalertsultimate,Flash Alerts Ultimate,MobileUps,0,False,4.4,5.0,0
False,com.om.love,💘💘💘Valentine Day Wallpaper,Uppertext,1,False,4.6,5.0,0
False,it.ptoti.g2_tweaksbox,G2 TweaksBox,P_Toti,0,False,3.8,5.0,0
True,com.civil_engineering_btech_study_materials_rofirm.civilenggbtechstudynotes,Civil Engineering Notes (B.Tech) 2021,Litecode Applications,0,False,4.2,5.0,0
True,com.albumhome2018.albumhome,ديكورات مطابخ بجميع اللوان,youssef Belhaj,1,False,4.6,5.0,0
True,com.topgame.popstar.cubepuzzle,Pop Puzzle - Cube Star,Free Fun Game Puzzle,0,False,3.5,5.0,0
True,com.leprechaun.freebeautifulwallpapershd,Beautiful Wallpapers HD Free,Leprechaun Apps,0,False,4.3,5.0,0
True,com.mouseduck.cargame,Merge Minicar,MOUSE_DUCK,0,True,4.4,5.0,0
True,com.rlg.construction.demolish.robot.transform,Construction & Demolish Robot: Robot Games,Robot Life Games,0,True,4.2,5.0,0
True,com.medicalhealthcomicsfree.bloodpressure.checker.diary.bp.history.tracker.info.spo2.monitor.chart.log.journal.track.hypertension,Blood Pressure Tracker | BP Checker | BP Logger,Temar Apps,0,False,3.5,5.0,0
True,com.kadityaapps.scam1992.harshadmehta.stickers,SCAM 1992 - Harshad Mehta Stickers,Techpurush,0,True,3.6,5.0,0
True,com.launcher.wallpapers.free.layout.emoji.color.phone.themes.graffiti.blackboard,"Graffiti, Blackboard Themes & Live Wallpapers",2019 Launcher Theme,0,False,4.3,5.0,0
False,Qwerty.BluetoothTerminal,Bluetooth Terminal,Qwerty,0,False,4.1,5.0,0
True,com.sparksoftsolutions.com.pdfcreator,Fast PDF converter,Sparksoft,0,False,4.0,5.0,0
False,com.chaipoint.shuttle,Shuttle - Chai Point Delivery App,ChaiPoint,1,False,4.1,5.0,0
True,hinshulmuslim.waycreon.com.hisnulmuslim,HISNUL MUSLIM AMHARIC,apps bilal,0,False,4.6,5.0,0
False,com.creydo.trumprun,TrumpRun,Nithin Prakash,0,False,4.5,5.0,0
False,com.icebartech.cutting,ProScreen,Esprinet S.p.A.,0,False,3.3,5.0,0
False,com.gm99.mjhk,創世破曉:genesis,G妹遊戲,0,False,3.3,5.0,0
True,com.lwp4k4u.gargantua,4K Black Hole Horizon Video Live Wallpaper,4K4U,0,False,3.8,5.0,0
True,skr.susanta.uxledfree,UX Led - Icon Pack Free,SLJ Designs,0,True,4.1,5.0,0
False,com.bollywoodauditions.filmtv,Bollywood Auditions - Film and Web Series Casting,SnapTok India,0,False,4.0,5.0,0
True,com.gkv.mdlottery,Maryland Lottery Official App,Maryland Lottery and Gaming Control Agency,1,False,3.4,5.0,0
True,com.tikdownapp.videodwonloadwithoutwatermark,Video Downloader for TikTok - TikDown NO Watermark,SouliStudios,0,True,3.5,5.0,0
True,com.cwgamesstudio.cfl,Crossing Forbidden Lines Interactive Choice Story,CW GamesStudio,1,False,3.9,5.0,0
False,com.sewa,SEWA,"Sharjah Electricity, Water and Gas Authority",0,False,3.2,5.0,0
False,com.intersales.ipo2030.gcm,IPO-2030,DENVER ELECTRONICS A/S,0,False,3.4,5.0,0
True,com.mastermind.love,Love Astrology,Mastermind Logics,0,False,4.2,5.0,0
True,com.voolenstudios.Jeep.photo.editor,Vehicle photo editor frames,Voolen Studios Pvt Ltd,0,False,4.1,5.0,0
False,atc.radiovishnu,Radio Vishnu 90.4CR,ATC Labs,0,False,4.7,5.0,0
True,com.app_mitsuba.layout,Mitsuba Cuisine,Appnector,0,False,4.1,5.0,0
True,com.findbanks.bancos,ATM,Rubén Manzaneque Díaz-Hellín,0,False,3.6,5.0,0
True,com.enpv1.ssp.google,Sugar Sugar Pang: Sweetness best puzzle game,ENPV1,0,True,4.6,5.0,0
True,com.gmail.mrt.another.lightmeter,LightMeter,mrt,0,False,2.8,4.0,0
False,com.infoniti.group.jpcentral,J. P. Central School,Campus cover,0,False,4.5,5.0,0
True,com.DynamicGames.RealSimulationExperiencelite,Real Simulation ExperienceLite,DEHA,0,False,2.7,5.0,0
True,com.DigitalPhotoFrameEffectsnn,Digital Photo Frame Effects,Best Phone Photo Apps,0,False,3.9,5.0,0
True,com.appsamimanera.animalsoundsapp,"animal sounds for phone, animal ringtones app",Appsamimanera,1,False,4.0,5.0,0
False,com.mla.meatcuts,Meat Cuts,Meat & Livestock Australia,0,False,4.0,5.0,0
